0.001 0.999756 -0.000244405
0.00105588 1.00011 0.00011385
0.00111487 1.00024 0.000239115
0.00117717 1.00022 0.00021642
0.00124294 1.00011 0.000114853
0.0013124 0.999987 -1.25616e-05
0.00138573 0.999872 -0.000128251
0.00146316 0.999791 -0.000208824
0.00154491 0.999757 -0.000243269
0.00163123 0.999769 -0.000230733
0.00172238 0.999822 -0.000178058
0.00181862 0.999903 -9.72143e-05
0.00192024 0.999997 -2.79946e-06
0.00202753 1.00009 9.02457e-05
0.00214082 1.00017 0.000168571
0.00226044 1.00022 0.000221894
0.00238675 1.00024 0.00024396
0.00252011 1.00023 0.000232941
0.00266092 1.00019 0.000191318
0.00280961 1.00013 0.000125288
0.0029666 1.00004 4.38015e-05
0.00313236 0.999957 -4.26373e-05
0.00330738 0.999877 -0.000123278
0.00349218 0.999812 -0.000188385
0.00368731 0.99977 -0.000230329
0.00389334 0.999756 -0.000244399
0.00411089 0.999771 -0.000229254
0.00434059 0.999813 -0.000186993
0.00458312 0.999877 -0.000122834
0.00483921 0.999956 -4.44538e-05
0.00510961 1.00004 3.8928e-05
0.00539511 1.00012 0.000117622
0.00569657 1.00018 0.000182577
0.00601487 1.00023 0.000226393
0.00635096 1.00024 0.000244147
0.00670582 1.00023 0.00023392
0.00708052 1.0002 0.000196987
0.00747615 1.00014 0.000137645
0.00789388 1.00006 6.27089e-05
0.00833496 0.999981 -1.92784e-05
0.00880069 0.999901 -9.90153e-05
0.00929243 0.999833 -0.000167492
0.00981166 0.999783 -0.000217001
0.0103599 0.999758 -0.000241993
0.0109388 0.99976 -0.000239693
0.01155 0.99979 -0.000210398
0.0121953 0.999843 -0.000157437
0.0128768 0.999913 -8.67882e-05
0.0135963 0.999994 -6.40543e-06
0.014356 1.00007 7.46772e-05
0.0151581 1.00015 0.000147358
0.0160051 1.0002 0.000203485
0.0168994 1.00024 0.000236774
0.0178437 1.00024 0.000243504
0.0188407 1.00022 0.000222933
0.0198935 1.00018 0.000177382
0.021005 1.00011 0.000111966
0.0221787 1.00003 3.40194e-05
0.023418 0.999952 -4.77245e-05
0.0247265 0.999876 -0.000124116
0.0261081 0.999813 -0.000186609
0.0275669 0.999772 -0.000228218
0.0291072 0.999756 -0.000244295
0.0307336 0.999767 -0.000233049
0.0324509 0.999804 -0.000195742
0.0342641 0.999863 -0.000136546
0.0361787 0.999938 -6.20828e-05
0.0382002 1.00002 1.93225e-05
0.0403346 1.0001 9.85674e-05
0.0425884 1.00017 0.000166791
0.044968 1.00022 0.000216363
0.0474807 1.00024 0.000241742
0.0501337 1.00024 0.000240089
0.052935 1.00021 0.000211592
0.0558928 1.00016 0.00015944
0.0590158 1.00009 8.9466e-05
0.0623134 1.00001 9.495e-06
0.0657952 0.999928 -7.1533e-05
0.0694716 0.999855 -0.000144563
0.0733534 0.999799 -0.000201435
0.0774521 0.999764 -0.000235797
0.0817798 0.999756 -0.000243812
0.0863493 0.999775 -0.000224586
0.0911742 0.99982 -0.000180266
0.0962686 0.999884 -0.000115802
0.101648 0.999962 -3.83969e-05
0.107327 1.00004 4.33021e-05
0.113324 1.00012 0.000120164
0.119657 1.00018 0.000183599
0.126342 1.00023 0.000226514
0.133402 1.00024 0.000244111
0.140856 1.00023 0.000234422
0.148726 1.0002 0.000198531
0.157037 1.00014 0.000140452
0.165811 1.00007 6.66784e-05
0.175076 0.999985 -1.45443e-05
0.184859 0.999906 -9.41385e-05
0.195188 0.999837 -0.000163211
0.206094 0.999786 -0.000214047
0.21761 0.999759 -0.000240968
0.229769 0.999759 -0.000240968
0.242608 0.999786 -0.000214047
0.256164 0.999837 -0.000163211
0.270477 0.999906 -9.41385e-05
0.28559 0.999985 -1.45443e-05
0.301548 1.00007 6.66784e-05
0.318397 1.00014 0.000140452
0.336188 1.0002 0.000198531
0.354973 1.00023 0.000234422
0.374807 1.00024 0.000244111
0.39575 1.00023 0.000226514
0.417863 1.00018 0.000183599
0.441211 1.00012 0.000120164
0.465864 1.00004 4.33021e-05
0.491895 0.999962 -3.83969e-05
0.51938 0.999884 -0.000115802
0.548401 0.99982 -0.000180266
0.579043 0.999775 -0.000224586
0.611398 0.999756 -0.000243812
0.64556 0.999764 -0.000235797
0.681632 0.999799 -0.000201435
0.719718 0.999855 -0.000144563
0.759933 0.999928 -7.1533e-05
0.802396 1.00001 9.495e-06
0.84723 1.00009 8.9466e-05
0.89457 1.00016 0.00015944
0.944555 1.00021 0.000211592
0.997333 1.00024 0.000240089
1.05306 1.00024 0.000241742
1.1119 1.00022 0.000216363
1.17403 1.00017 0.000166791
1.23963 1.0001 9.85674e-05
1.30889 1.00002 1.93225e-05
1.38203 0.999938 -6.20828e-05
1.45925 0.999863 -0.000136546
1.54079 0.999804 -0.000195742
1.62688 0.999767 -0.000233049
1.71779 0.999756 -0.000244295
1.81377 0.999772 -0.000228218
1.91512 0.999813 -0.000186609
2.02213 0.999876 -0.000124116
2.13511 0.999952 -4.77245e-05
2.25442 1.00003 3.40194e-05
2.38038 1.00011 0.000111966
2.51339 1.00018 0.000177382
2.65383 1.00022 0.000222933
2.80211 1.00024 0.000243504
2.95868 1.00024 0.000236774
3.124 1.0002 0.000203485
3.29856 1.00015 0.000147358
3.48287 1.00007 7.46772e-05
3.67748 0.999994 -6.40543e-06
3.88296 0.999913 -8.67882e-05
4.09993 0.999843 -0.000157437
4.32901 0.99979 -0.000210398
4.5709 0.99976 -0.000239693
4.8263 0.999758 -0.000241993
5.09598 0.999783 -0.000217001
5.38072 0.999833 -0.000167492
5.68137 0.999901 -9.90153e-05
5.99883 0.999981 -1.92784e-05
6.33402 1.00006 6.27089e-05
6.68794 1.00014 0.000137645
7.06163 1.0002 0.000196987
7.45621 1.00023 0.00023392
7.87283 1.00024 0.000244147
8.31273 1.00023 0.000226393
8.77722 1.00018 0.000182577
9.26765 1.00012 0.000117622
9.78549 1.00004 3.8928e-05
10.3323 0.999956 -4.44538e-05
10.9096 0.999877 -0.000122834
11.5192 0.999813 -0.000186993
12.1628 0.999771 -0.000229254
12.8424 0.999756 -0.000244399
13.56 0.99977 -0.000230329
14.3177 0.999812 -0.000188385
15.1177 0.999877 -0.000123278
15.9624 0.999957 -4.26373e-05
16.8543 1.00004 4.38015e-05
17.7961 1.00013 0.000125288
18.7905 1.00019 0.000191318
19.8404 1.00023 0.000232941
20.949 1.00024 0.00024396
22.1195 1.00022 0.000221894
23.3555 1.00017 0.000168571
24.6605 1.00009 9.02457e-05
26.0384 0.999997 -2.79946e-06
27.4934 0.999903 -9.72143e-05
29.0296 0.999822 -0.000178058
30.6516 0.999769 -0.000230733
32.3643 0.999757 -0.000243269
34.1727 0.999791 -0.000208824
36.0822 0.999872 -0.000128251
38.0983 0.999987 -1.25616e-05
40.2271 1.00011 0.000114853
42.4748 1.00022 0.00021642
44.8481 1.00024 0.000239115
47.354 1.00011 0.00011385
50 0.999756 -0.000244405
